pokedex_number,name,primary_type,secondary_type,total,average,hp,attack,defense,sp_atk,sp_def,speed,generation,legendary,catch_rate,egg_group_1,egg_group_2,proportion_of_grass_moves,proportion_of_fire_moves,proportion_of_water_moves,proportion_of_bug_moves,proportion_of_normal_moves,proportion_of_dark_moves,proportion_of_poison_moves,proportion_of_electric_moves,proportion_of_ground_moves,proportion_of_ice_moves,proportion_of_fairy_moves,proportion_of_steel_moves,proportion_of_fighting_moves,proportion_of_psychic_moves,proportion_of_rock_moves,proportion_of_ghost_moves,proportion_of_dragon_moves,proportion_of_flying_moves,sum_moves
409,Rampardos,Rock,,495,82.5,97,165,60,65,50,58,4,False,45,Monster,,0.0,0.0,0.0,0.0,61.54,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,23.08,0.0,0.0,0.0,13.0
410,Shieldon,Rock,Steel,350,58.33,30,42,118,42,88,30,4,False,45,Monster,,0.0,0.0,0.0,0.0,41.67,8.33,0.0,0.0,0.0,0.0,0.0,41.67,0.0,0.0,8.33,0.0,0.0,0.0,12.0
411,Bastiodon,Rock,Steel,495,82.5,60,52,168,47,138,30,4,False,45,Monster,,0.0,0.0,0.0,0.0,46.15,7.69,0.0,0.0,0.0,0.0,0.0,38.46,0.0,0.0,7.69,0.0,0.0,0.0,13.0
412,Burmy Plant Cloak,Bug,,224,37.33,40,29,45,29,45,36,4,False,120,Bug,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
412,Burmy Sandy Cloak,Bug,,224,37.33,40,29,45,29,45,36,4,False,120,Bug,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
412,Burmy Trash Cloak,Bug,,224,37.33,40,29,45,29,45,36,4,False,120,Bug,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,Wormadam Plant Cloak,Bug,Grass,424,70.67,60,59,85,79,105,36,4,False,45,Bug,,12.5,0.0,0.0,31.25,31.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,16.0
413,Wormadam Sandy Cloak,Bug,Ground,424,70.67,60,79,105,59,85,36,4,False,45,Bug,,0.0,0.0,0.0,31.25,31.25,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,18.75,6.25,0.0,0.0,0.0,16.0
413,Wormadam Trash Cloak,Bug,Steel,424,70.67,60,69,95,69,95,36,4,False,45,Bug,,0.0,0.0,0.0,31.25,25.0,6.25,0.0,0.0,0.0,0.0,0.0,18.75,0.0,18.75,0.0,0.0,0.0,0.0,16.0
414,Mothim,Bug,Flying,424,70.67,70,94,50,94,50,66,4,False,45,Bug,,0.0,0.0,0.0,40.0,13.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,15.0
415,Combee,Bug,Flying,244,40.67,30,30,42,30,42,70,4,False,120,Bug,,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0
416,Vespiquen,Bug,Flying,474,79.0,70,80,102,80,102,40,4,False,45,Bug,,5.26,0.0,0.0,31.58,21.05,0.0,10.53,0.0,0.0,0.0,5.26,0.0,0.0,0.0,5.26,10.53,0.0,10.53,19.0
417,Pachirisu,Electric,,405,67.5,60,45,70,45,90,95,4,False,200,Field,Fairy,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
418,Buizel,Water,,330,55.0,55,65,35,60,30,85,4,False,190,Water 1,Field,0.0,0.0,42.86,0.0,42.86,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.0
419,Floatzel,Water,,495,82.5,85,105,55,85,50,115,4,False,75,Water 1,Field,0.0,0.0,37.5,0.0,37.5,12.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,16.0
420,Cherubi,Grass,,275,45.83,45,35,45,62,53,35,4,False,190,Fairy,Grass,54.55,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
421,Cherrim,Grass,,450,75.0,70,60,70,87,78,85,4,False,75,Fairy,Grass,50.0,7.14,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
422,Shellos,Water,,325,54.17,76,48,48,57,62,34,4,False,190,Water 1,Amorphous,0.0,0.0,36.36,0.0,27.27,9.09,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,11.0
423,Gastrodon,Water,Ground,475,79.17,111,83,68,92,82,39,4,False,75,Water 1,Amorphous,0.0,0.0,36.36,0.0,27.27,9.09,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,11.0
424,Ambipom,Normal,,482,80.33,75,100,66,60,66,115,4,False,45,Field,,0.0,0.0,0.0,0.0,60.0,13.33,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,6.67,6.67,0.0,15.0
425,Drifloon,Ghost,Flying,348,58.0,90,50,34,60,44,70,4,False,125,Amorphous,,0.0,0.0,0.0,0.0,53.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,13.33,15.0
426,Drifblim,Ghost,Flying,498,83.0,150,80,44,90,54,80,4,False,60,Amorphous,,5.88,0.0,0.0,0.0,47.06,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,0.0,11.76,17.0
427,Buneary,Normal,,350,58.33,55,66,44,44,56,85,4,False,190,Field,Human-Like,0.0,0.0,0.0,0.0,53.33,6.67,0.0,0.0,0.0,0.0,13.33,0.0,6.67,13.33,0.0,0.0,0.0,6.67,15.0
428,Lopunny,Normal,,480,80.0,65,76,84,54,96,105,4,False,60,Field,Human-Like,0.0,0.0,0.0,0.0,44.44,5.56,0.0,0.0,0.0,0.0,11.11,0.0,11.11,22.22,0.0,0.0,0.0,5.56,18.0
429,Mismagius,Ghost,,495,82.5,60,60,60,105,105,105,4,False,45,Amorphous,,5.88,5.88,0.0,0.0,23.53,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.88,41.18,0.0,0.0,17.0
430,Honchkrow,Dark,Flying,505,84.17,100,125,52,105,52,71,4,False,30,Flying,,0.0,0.0,0.0,0.0,10.53,47.37,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,10.53,0.0,26.32,19.0
431,Glameow,Normal,,310,51.67,49,55,42,42,37,85,4,False,190,Field,,0.0,0.0,0.0,0.0,50.0,21.43,0.0,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,0.0,0.0,7.14,14.0
432,Purugly,Normal,,452,75.33,71,82,64,64,59,112,4,False,75,Field,,0.0,0.0,0.0,0.0,56.25,18.75,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,0.0,0.0,0.0,6.25,16.0
433,Chingling,Psychic,,285,47.5,45,30,50,65,50,45,4,False,120,,,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,8.0
434,Stunky,Poison,Dark,329,54.83,63,63,47,41,41,74,4,False,225,Field,,0.0,0.0,0.0,0.0,41.18,23.53,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
435,Skuntank,Poison,Dark,479,79.83,103,93,67,71,61,84,4,False,60,Field,,0.0,5.56,0.0,0.0,38.89,22.22,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
436,Bronzor,Steel,Psychic,300,50.0,57,24,86,24,86,23,4,False,255,Mineral,,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0,30.77,0.0,38.46,0.0,7.69,0.0,0.0,13.0
437,Bronzong,Steel,Psychic,500,83.33,67,89,116,79,116,33,4,False,90,Mineral,,0.0,5.88,5.88,0.0,23.53,5.88,0.0,0.0,0.0,0.0,0.0,23.53,0.0,29.41,0.0,5.88,0.0,0.0,17.0
438,Bonsly,Rock,,290,48.33,50,80,95,10,45,10,4,False,255,,,0.0,0.0,0.0,0.0,46.15,15.38,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,23.08,0.0,0.0,0.0,13.0
439,Mime Jr.,Psychic,Fairy,310,51.67,20,25,45,70,90,60,4,False,145,,,0.0,0.0,0.0,0.0,52.94,5.88,0.0,0.0,0.0,0.0,5.88,0.0,0.0,35.29,0.0,0.0,0.0,0.0,17.0
440,Happiny,Normal,,220,36.67,100,5,5,15,65,30,4,False,130,,,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
441,Chatot,Normal,Flying,411,68.5,76,65,45,92,42,91,4,False,30,Flying,,0.0,0.0,0.0,0.0,60.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,15.0
442,Spiritomb,Ghost,Dark,485,80.83,50,92,108,92,108,35,4,False,100,Amorphous,,0.0,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,50.0,0.0,0.0,14.0
443,Gible,Dragon,Ground,300,50.0,58,70,45,40,45,42,4,False,45,Monster,Dragon,0.0,0.0,0.0,0.0,25.0,8.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,25.0,0.0,12.0
444,Gabite,Dragon,Ground,410,68.33,68,90,65,50,55,82,4,False,45,Monster,Dragon,0.0,0.0,0.0,0.0,23.08,7.69,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,7.69,0.0,30.77,0.0,13.0
445,Garchomp,Dragon,Ground,600,100.0,108,130,95,80,85,102,4,False,45,Monster,Dragon,0.0,0.0,0.0,0.0,21.43,14.29,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,7.14,0.0,28.57,0.0,14.0
446,Munchlax,Normal,,390,65.0,135,85,40,40,85,5,4,False,50,,,0.0,0.0,0.0,0.0,75.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,16.0
447,Riolu,Fighting,,285,47.5,40,70,40,35,40,60,4,False,75,,,0.0,0.0,0.0,0.0,50.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,37.5,0.0,0.0,0.0,0.0,0.0,16.0
448,Lucario,Fighting,Steel,525,87.5,70,110,70,115,70,90,4,False,45,Field,Human-Like,0.0,0.0,3.57,0.0,32.14,3.57,0.0,0.0,3.57,0.0,0.0,10.71,35.71,7.14,0.0,0.0,3.57,0.0,28.0
449,Hippopotas,Ground,,330,55.0,68,72,78,38,42,32,4,False,140,Field,,0.0,0.0,0.0,0.0,40.0,13.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,15.0
450,Hippowdon,Ground,,525,87.5,108,112,118,68,72,47,4,False,60,Field,,0.0,5.56,0.0,0.0,33.33,11.11,0.0,5.56,27.78,5.56,0.0,0.0,0.0,5.56,5.56,0.0,0.0,0.0,18.0
451,Skorupi,Poison,Bug,330,55.0,40,50,90,30,55,65,4,False,120,Bug,Water 3,0.0,0.0,0.0,22.22,16.67,27.78,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
452,Drapion,Poison,Dark,500,83.33,70,90,110,60,75,95,4,False,45,Bug,Water 3,0.0,4.76,0.0,19.05,14.29,23.81,28.57,4.76,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
453,Croagunk,Poison,Fighting,300,50.0,48,61,40,61,40,50,4,False,140,Human-Like,,0.0,0.0,0.0,0.0,7.14,28.57,42.86,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,14.0
454,Toxicroak,Poison,Fighting,490,81.67,83,106,65,86,65,85,4,False,75,Human-Like,,0.0,0.0,0.0,0.0,7.14,28.57,42.86,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,14.0
455,Carnivine,Grass,,454,75.67,74,100,72,90,72,46,4,False,200,Grass,,42.86,0.0,0.0,0.0,42.86,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
456,Finneon,Water,,330,55.0,49,49,56,49,61,66,4,False,190,Water 2,,0.0,0.0,42.86,7.14,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,14.0
457,Lumineon,Water,,460,76.67,69,69,76,69,86,91,4,False,75,Water 2,,0.0,0.0,42.86,7.14,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,14.0
458,Mantyke,Water,Flying,345,57.5,45,20,50,60,120,50,4,False,25,,,0.0,0.0,35.71,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,21.43,14.0
459,Snover,Grass,Ice,334,55.67,60,62,50,62,60,40,4,False,120,Monster,Grass,33.33,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
460,Abomasnow,Grass,Ice,494,82.33,90,92,75,92,85,60,4,False,60,Monster,Grass,28.57,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
461,Weavile,Dark,Ice,510,85.0,70,120,65,45,85,125,4,False,45,Field,,0.0,0.0,0.0,0.0,31.58,42.11,0.0,0.0,0.0,10.53,0.0,5.26,5.26,5.26,0.0,0.0,0.0,0.0,19.0
462,Magnezone,Electric,Steel,535,89.17,70,70,115,130,90,60,4,False,30,Mineral,,0.0,0.0,0.0,0.0,26.32,0.0,0.0,47.37,0.0,0.0,0.0,15.79,0.0,10.53,0.0,0.0,0.0,0.0,19.0
463,Lickilicky,Normal,,515,85.83,110,85,95,80,95,50,4,False,30,Monster,,8.33,0.0,0.0,0.0,66.67,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,12.0
464,Rhyperior,Ground,Rock,535,89.17,115,140,130,55,55,40,4,False,30,Monster,Field,0.0,0.0,0.0,6.25,43.75,0.0,0.0,0.0,18.75,0.0,0.0,0.0,6.25,0.0,25.0,0.0,0.0,0.0,16.0
465,Tangrowth,Grass,,535,89.17,100,100,125,110,50,50,4,False,30,Grass,,52.94,0.0,0.0,0.0,29.41,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,17.0
466,Electivire,Electric,,540,90.0,75,123,67,95,85,95,4,False,30,Human-Like,,0.0,0.0,0.0,0.0,33.33,0.0,0.0,53.33,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,15.0
467,Magmortar,Fire,,540,90.0,75,95,67,125,95,83,4,False,30,Human-Like,,0.0,46.67,0.0,0.0,26.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,15.0
468,Togekiss,Fairy,Flying,545,90.83,85,50,95,120,115,80,4,False,30,Flying,Fairy,0.0,0.0,4.76,0.0,61.9,0.0,0.0,0.0,0.0,0.0,14.29,0.0,4.76,0.0,4.76,0.0,0.0,9.52,21.0
469,Yanmega,Bug,Flying,515,85.83,86,76,86,116,56,95,4,False,30,Bug,,0.0,0.0,0.0,20.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,20.0,20.0
470,Leafeon,Grass,,525,87.5,65,110,130,60,65,95,4,False,45,Field,,25.0,4.17,0.0,0.0,54.17,4.17,0.0,0.0,4.17,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
471,Glaceon,Ice,,525,87.5,65,60,110,130,95,65,4,False,45,Field,,0.0,0.0,0.0,0.0,52.17,4.35,0.0,0.0,4.35,26.09,8.7,0.0,0.0,4.35,0.0,0.0,0.0,0.0,23.0
472,Gliscor,Ground,Flying,510,85.0,75,95,125,45,75,95,4,False,30,Bug,,0.0,5.0,0.0,15.0,30.0,10.0,10.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0
473,Mamoswine,Ice,Ground,530,88.33,110,130,80,70,60,80,4,False,50,Field,,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,12.5,37.5,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,16.0
474,Porygon-Z,Normal,,535,89.17,85,80,70,135,75,90,4,False,30,Mineral,,0.0,0.0,0.0,0.0,50.0,5.56,0.0,22.22,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,18.0
475,Gallade,Psychic,Fighting,518,86.33,68,125,65,65,115,80,4,False,45,Human-Like,Amorphous,0.0,0.0,3.33,3.33,30.0,3.33,0.0,0.0,0.0,0.0,10.0,0.0,6.67,36.67,3.33,0.0,0.0,3.33,30.0
476,Probopass,Rock,Steel,525,87.5,60,55,145,75,150,40,4,False,60,Mineral,,0.0,0.0,0.0,0.0,20.83,0.0,0.0,25.0,4.17,0.0,0.0,4.17,4.17,8.33,33.33,0.0,0.0,0.0,24.0
477,Dusknoir,Ghost,,525,87.5,45,100,135,65,135,45,4,False,45,Amorphous,,0.0,10.0,0.0,0.0,20.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,45.0,0.0,0.0,20.0
478,Froslass,Ice,Ghost,480,80.0,70,80,70,80,70,110,4,False,75,Fairy,Mineral,0.0,4.76,0.0,0.0,19.05,9.52,0.0,0.0,0.0,38.1,4.76,0.0,0.0,0.0,0.0,23.81,0.0,0.0,21.0
479,Rotom,Electric,Ghost,440,73.33,50,50,77,95,77,91,4,False,45,Amorphous,,0.0,0.0,0.0,0.0,23.08,0.0,0.0,46.15,0.0,0.0,0.0,0.0,0.0,7.69,0.0,23.08,0.0,0.0,13.0
480,Uxie,Psychic,,580,96.67,75,75,130,75,130,95,4,True,3,,,0.0,0.0,0.0,0.0,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.54,0.0,0.0,0.0,0.0,13.0
481,Mesprit,Psychic,,580,96.67,80,105,105,105,105,80,4,True,3,,,0.0,0.0,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,61.54,0.0,0.0,0.0,0.0,13.0
482,Azelf,Psychic,,580,96.67,75,125,70,125,70,115,4,True,3,,,0.0,0.0,0.0,0.0,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,53.85,0.0,0.0,0.0,0.0,13.0
483,Dialga,Steel,Dragon,680,113.33,100,120,120,150,100,90,4,True,3,,,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,30.77,7.69,0.0,15.38,0.0,23.08,0.0,13.0
484,Palkia,Water,Dragon,680,113.33,90,120,100,150,120,100,4,True,3,,,0.0,0.0,30.77,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,15.38,0.0,23.08,0.0,13.0
485,Heatran,Fire,Steel,600,100.0,91,90,106,130,106,77,4,True,3,,,0.0,35.71,0.0,0.0,14.29,7.14,0.0,0.0,7.14,0.0,0.0,21.43,0.0,0.0,14.29,0.0,0.0,0.0,14.0
486,Regigigas,Normal,,670,111.67,110,160,110,80,110,100,4,True,3,,,0.0,0.0,0.0,0.0,40.0,13.33,0.0,0.0,0.0,0.0,0.0,6.67,20.0,6.67,6.67,6.67,0.0,0.0,15.0
487,Giratina Altered Forme,Ghost,Dragon,680,113.33,150,100,120,100,120,90,4,True,3,,,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,7.14,35.71,14.29,7.14,14.0
488,Cresselia,Psychic,,600,100.0,120,70,120,75,130,85,4,False,3,,,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.0
489,Phione,Water,,480,80.0,80,80,80,80,80,80,4,True,30,Water 1,Fairy,0.0,0.0,70.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
490,Manaphy,Water,,600,100.0,100,100,100,100,100,100,4,True,3,Water 1,Fairy,0.0,0.0,58.33,8.33,8.33,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,12.0
491,Darkrai,Dark,,600,100.0,70,90,90,135,90,125,4,True,3,,,0.0,0.0,0.0,0.0,25.0,41.67,0.0,0.0,0.0,8.33,0.0,0.0,0.0,16.67,0.0,8.33,0.0,0.0,12.0
492,Shaymin Land Forme,Grass,,600,100.0,100,100,100,100,100,100,4,True,45,,,63.64,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,11.0
492,Shaymin Sky Forme,Grass,Flying,600,100.0,100,103,75,120,75,127,4,True,45,,,63.64,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,11.0
493,Arceus,Normal,,720,120.0,120,120,120,120,120,120,4,True,3,,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,8.33,33.33,0.0,0.0,0.0,0.0,12.0
494,Victini,Psychic,Fire,600,100.0,100,100,100,100,100,100,5,True,3,,,0.0,38.89,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,16.67,0.0,0.0,0.0,0.0,18.0
495,Snivy,Grass,,308,51.33,45,45,55,45,55,63,5,False,45,Field,Grass,46.67,0.0,0.0,0.0,40.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
496,Servine,Grass,,413,68.83,60,60,75,60,75,83,5,False,45,Field,Grass,46.67,0.0,0.0,0.0,40.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
497,Serperior,Grass,,528,88.0,75,75,95,75,95,113,5,False,45,Field,Grass,46.67,0.0,0.0,0.0,40.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
498,Tepig,Fire,,308,51.33,65,63,45,45,45,45,5,False,45,Field,,0.0,33.33,0.0,0.0,40.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,15.0
499,Pignite,Fire,Fighting,418,69.67,90,93,55,70,55,55,5,False,45,Field,,0.0,31.25,0.0,0.0,37.5,6.25,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,12.5,0.0,0.0,0.0,16.0
500,Emboar,Fire,Fighting,528,88.0,110,123,65,100,65,65,5,False,45,Field,,0.0,29.41,0.0,0.0,35.29,5.88,5.88,0.0,0.0,0.0,0.0,0.0,11.76,0.0,11.76,0.0,0.0,0.0,17.0
501,Oshawott,Water,,308,51.33,55,55,45,63,45,45,5,False,45,Field,,0.0,0.0,46.67,6.67,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,15.0
502,Dewott,Water,,413,68.83,75,75,60,83,60,60,5,False,45,Field,,0.0,0.0,46.67,6.67,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,15.0
503,Samurott,Water,,528,88.0,95,100,85,108,70,70,5,False,45,Field,,0.0,0.0,41.18,11.76,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17.0
503,Samurott Hisuian Samurott,Water,Dark,528,88.0,90,108,80,100,65,85,8,False,45,Field,,0.0,0.0,41.18,11.76,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17.0
504,Patrat,Normal,,255,42.5,45,55,39,35,39,42,5,False,255,Field,,0.0,0.0,0.0,0.0,64.71,17.65,0.0,0.0,5.88,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,17.0
505,Watchog,Normal,,420,70.0,60,85,69,60,69,77,5,False,255,Field,,0.0,0.0,0.0,0.0,55.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,0.0,20.0
506,Lillipup,Normal,,275,45.83,45,60,45,25,45,55,5,False,255,Field,,0.0,0.0,0.0,0.0,64.29,14.29,0.0,0.0,0.0,0.0,14.29,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.0
507,Herdier,Normal,,370,61.67,65,80,65,35,65,60,5,False,120,Field,,0.0,0.0,0.0,0.0,64.29,14.29,0.0,0.0,0.0,0.0,14.29,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.0
508,Stoutland,Normal,,500,83.33,85,110,90,45,90,80,5,False,45,Field,,0.0,5.88,0.0,0.0,52.94,11.76,0.0,5.88,0.0,5.88,11.76,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17.0
509,Purrloin,Dark,,281,46.83,41,50,37,50,37,66,5,False,255,Field,,0.0,0.0,0.0,0.0,33.33,50.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
510,Liepard,Dark,,446,74.33,64,88,50,88,50,106,5,False,90,Field,,0.0,0.0,0.0,0.0,33.33,50.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
511,Pansage,Grass,,316,52.67,50,53,48,53,48,64,5,False,190,Field,,25.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,16.0
512,Simisage,Grass,,498,83.0,75,98,63,98,63,101,5,False,75,Field,,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0
513,Pansear,Fire,,316,52.67,50,53,48,53,48,64,5,False,190,Field,,0.0,18.75,0.0,0.0,43.75,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,16.0
514,Simisear,Fire,,498,83.0,75,98,63,98,63,101,5,False,75,Field,,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0
515,Panpour,Water,,316,52.67,50,53,48,53,48,64,5,False,190,Field,,0.0,0.0,25.0,0.0,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,16.0
516,Simipour,Water,,498,83.0,75,98,63,98,63,101,5,False,75,Field,,0.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0
